evidence_notes,extracted_dimensions,sample_id,product_name,variant
"{'target_audience': ['multinational corporations', 'chief financial officers', 'global HR directors'], 'core_business_function': ['global payroll processing', 'talent lifecycle management', 'financial consolidation', 'predictive workforce analytics'], 'deployment_model': ['multi-tenant cloud infrastructure'], 'pricing_model': ['long-term enterprise subscription contracts', 'pricing based on employee headcount and functional modules'], 'integration_depth': ['enterprise interface builders', 'web services', 'integration cloud', 'connections to banking networks and legacy third-party benefits systems'], 'compliance_scope': ['Sarbanes-Oxley', 'GDPR', 'SOC 1', 'SOC 2']}","{'target_audience': 'multinational corporations', 'core_business_function': 'payroll and workforce management', 'deployment_model': 'multi-tenant cloud', 'pricing_model': 'subscription per employee headcount', 'integration_depth': 'extensive enterprise integrations', 'compliance_scope': 'global financial and data protection regulations'}",GEN_06,Workday,A
"{'target_audience': ['large-scale enterprise organizations', 'supply chain directors', 'corporate controllers'], 'core_business_function': ['material requirements planning', 'global inventory ledgers', 'complex financial settlement processes'], 'deployment_model': ['private cloud', 'public cloud', 'on-premise'], 'pricing_model': ['perpetual license with maintenance', 'cloud-based subscription'], 'integration_depth': ['enterprise service buses', 'RFC protocols', 'OData services', 'specialized integration suites'], 'compliance_scope': ['IFRS', 'defense-grade procurement rules', 'industrial data sovereignty laws']}","{'target_audience': 'large-scale enterprise organizations', 'core_business_function': 'material requirements planning', 'deployment_model': 'private cloud', 'pricing_model': 'perpetual license with maintenance', 'integration_depth': 'enterprise service buses', 'compliance_scope': 'IFRS'}",GEN_07,SAP S/4HANA,A
"{'target_audience': ['small-to-medium businesses', 'HR managers', 'operational personnel'], 'core_business_function': ['human resource management'], 'deployment_model': ['web-based SaaS'], 'pricing_model': ['monthly per active employee', 'flat onboarding fees'], 'integration_depth': ['token-authenticated REST API'], 'compliance_scope': ['SOC 2 compliance']}","{'target_audience': 'small-to-medium businesses', 'core_business_function': 'human resource management', 'deployment_model': 'web-based SaaS', 'pricing_model': 'monthly per active employee', 'integration_depth': 'token-authenticated REST API', 'compliance_scope': 'SOC 2 compliance'}",GEN_08,BambooHR,A
"{'target_audience': ['operations managers', 'IT administrators', 'HR leads'], 'core_business_function': ['workforce management', 'international payroll', 'benefits administration', 'device management', 'application identity provisioning'], 'deployment_model': ['unified cloud platform'], 'pricing_model': ['modular per-employee per-month', 'base fee plus specific module costs'], 'integration_depth': ['deep API integrations', 'automated API wrappers', 'direct interaction with hundreds of SaaS applications'], 'compliance_scope': ['authorized payroll processor', 'ACA reporting', 'SOC 2 compliance', 'HIPAA data handling']}","{'target_audience': 'operations managers, IT administrators, HR leads', 'core_business_function': 'workforce management', 'deployment_model': 'cloud', 'pricing_model': 'modular per-employee per-month', 'integration_depth': 'deep API integrations', 'compliance_scope': 'payroll processing, ACA, SOC 2, HIPAA'}",GEN_09,Rippling,A
"{'target_audience': ['mid-market companies', 'rapidly scaling startups', 'corporate CFOs', 'inventory controllers', 'operations executives'], 'core_business_function': ['financial ledger accounting', 'inventory management', 'e-commerce operations', 'recurring billing'], 'deployment_model': ['cloud-native', 'vendor-managed cloud'], 'pricing_model': ['annual subscription', 'core platform fee', 'optional add-on modules', 'concurrent or named users count'], 'integration_depth': ['customizable scripting languages', 'JavaScript frameworks', 'SOAP and REST web services'], 'compliance_scope': ['GAAP accounting standards', 'automated tax compliance', 'internal controls for financial reporting']}","{'target_audience': 'mid-market companies and startups', 'core_business_function': 'financial accounting and inventory management', 'deployment_model': 'cloud-native vendor-managed', 'pricing_model': 'annual subscription with modules and user count', 'integration_depth': 'highly customizable scripting and web services', 'compliance_scope': 'GAAP and automated tax compliance'}",GEN_10,Oracle NetSuite,A
"{'target_audience': ['engineering directors', 'software architects', 'devops leads'], 'core_business_function': ['devsecops platform', 'source code management', 'issue tracking', 'continuous integration and deployment', 'static application security testing'], 'deployment_model': ['cloud saas', 'self-hosted', 'private cloud', 'bare-metal', 'air-gapped data centers'], 'pricing_model': ['tiered', 'monthly per-user fee'], 'integration_depth': ['web architecture', 'webhooks', 'rest api', 'graphql api'], 'compliance_scope': ['fedramp readiness', 'soc 2 type ii', 'iso certificates']}","{'target_audience': 'engineering directors, software architects, devops leads', 'core_business_function': 'devsecops platform', 'deployment_model': 'cloud saas, self-hosted', 'pricing_model': 'tiered monthly per-user fee', 'integration_depth': 'deep extensibility via web architecture, webhooks, REST and GraphQL APIs', 'compliance_scope': 'fedramp readiness, soc 2 type ii, iso certificates'}",GEN_11,GitLab,A
"{'target_audience': ['infrastructure engineers', 'site reliability teams', 'application developers'], 'core_business_function': ['observability', 'security'], 'deployment_model': ['cloud analytics service', 'hybrid environments'], 'pricing_model': ['granular', 'utility-based', 'consumption metrics'], 'integration_depth': ['hundreds of pre-built integrations', 'native connections to cloud providers, databases, message queues'], 'compliance_scope': ['SOC 2', 'HIPAA', 'ISO 27001']}","{'target_audience': 'infrastructure engineers, site reliability teams, application developers', 'core_business_function': 'observability and security', 'deployment_model': 'cloud analytics service', 'pricing_model': 'granular utility-based consumption', 'integration_depth': 'extensive pre-built native integrations', 'compliance_scope': 'SOC 2, HIPAA, ISO 27001'}",GEN_12,Datadog,A
"{'target_audience': ['enterprise organizations', 'chief information security officers', 'security analysts', 'IT operations centers'], 'core_business_function': ['security and operational intelligence', 'threat detection', 'infrastructure monitoring'], 'deployment_model': ['fully managed cloud service', 'on-premise big data cluster'], 'pricing_model': ['daily data ingestion volume metrics', 'workload-based pricing model'], 'integration_depth': ['universal forwarders', 'API endpoints', 'massive app ecosystem'], 'compliance_scope': ['PCI-DSS', 'HIPAA', 'FISMA']}","{'target_audience': 'enterprise organizations', 'core_business_function': 'security and operational intelligence', 'deployment_model': 'cloud and on-premise', 'pricing_model': 'volume and workload-based', 'integration_depth': 'comprehensive', 'compliance_scope': 'PCI-DSS, HIPAA, FISMA'}",GEN_13,Splunk,A
"{'target_audience': ['search engineers', 'security incident responders', 'observability teams'], 'core_business_function': ['search and analytics engine', 'indexing', 'data analysis'], 'deployment_model': ['managed cloud service', 'self-managed Kubernetes', 'private clouds'], 'pricing_model': ['subscription tiers based on resources'], 'integration_depth': ['deep open-source integration', 'RESTful APIs', 'JSON communication'], 'compliance_scope': ['SOC 2']}","{'target_audience': 'search engineers, security responders, observability teams', 'core_business_function': 'search and analytics', 'deployment_model': 'managed cloud and self-managed', 'pricing_model': 'resource-based subscription', 'integration_depth': 'deep open-source with RESTful APIs', 'compliance_scope': 'SOC 2'}",GEN_14,Elastic,A
"{'target_audience': ['application developers', 'software engineers', 'cloud architects'], 'core_business_function': ['document database', 'transactional web applications', 'real-time analytics engines', 'global mobile backends'], 'deployment_model': ['fully managed cloud service', 'multi-cloud', 'AWS', 'Google Cloud', 'Microsoft Azure'], 'pricing_model': ['utility consumption', 'dynamic scaling based on instance size, storage volume, network data transfer'], 'integration_depth': ['native language drivers', 'programmatic APIs', 'continuous integration pipelines', 'serverless application backends'], 'compliance_scope': ['HIPAA', 'PCI-DSS', 'SOC 2 Type II']}","{'target_audience': 'application developers', 'core_business_function': 'document database', 'deployment_model': 'fully managed cloud service', 'pricing_model': 'utility consumption', 'integration_depth': 'native language drivers and programmatic APIs', 'compliance_scope': 'HIPAA, PCI-DSS, SOC 2 Type II'}",GEN_15,MongoDB Atlas,A
"{'target_audience': ['corporate IT directors', 'internal communication leads', 'external sales organizations'], 'core_business_function': ['video conferencing', 'unified communications', 'enterprise phone systems', 'webinar hosting', 'persistent team chat'], 'deployment_model': ['hybrid cloud', 'globally distributed'], 'pricing_model': ['monthly per-user subscription', 'annual per-user subscription', 'capacity add-ons'], 'integration_depth': ['deep scheduling hooks', 'corporate calendar suites', 'learning management systems', 'enterprise single sign-on'], 'compliance_scope': ['end-to-end encryption', 'HIPAA', 'FedRAMP']}","{'target_audience': 'corporate IT directors', 'core_business_function': 'video conferencing', 'deployment_model': 'hybrid cloud', 'pricing_model': 'per-user subscription', 'integration_depth': 'deep integration', 'compliance_scope': 'HIPAA and FedRAMP'}",GEN_16,Zoom Enterprise,A
"{'target_audience': ['software developers', 'marketing coordinators', 'organizational workforces'], 'core_business_function': ['real-time communications', 'collaborative productivity', 'product launches coordination', 'operational incidents triage', 'business initiatives alignment'], 'deployment_model': ['cloud', 'SaaS'], 'pricing_model': ['active user counts', 'monthly billing', 'annual billing'], 'integration_depth': ['robust app directory', 'rich APIs', 'incoming webhooks', 'operational dashboard'], 'compliance_scope': ['SOC 2', 'HIPAA', 'FINRA']}","{'target_audience': 'organizational workforces', 'core_business_function': 'real-time communications', 'deployment_model': 'cloud SaaS', 'pricing_model': 'active user count billing', 'integration_depth': 'deep with APIs and webhooks', 'compliance_scope': 'SOC 2, HIPAA, FINRA'}",GEN_17,Slack,A
"{'target_audience': ['large-scale financial institutions', 'global healthcare systems', 'government agencies', 'IT executives', 'facility managers', 'enterprise collaboration engineers'], 'core_business_function': ['enterprise collaboration', 'video conferencing', 'cloud calling', 'team messaging', 'interactive polling'], 'deployment_model': ['secure global media cloud', 'private enterprise networks via MPLS routing'], 'pricing_model': ['flexible enterprise agreements', 'named users', 'site-wide usage metrics'], 'integration_depth': ['native integration with infrastructure control hubs', 'active directory', 'call-routing systems', 'open APIs', 'developer SDKs'], 'compliance_scope': ['zero-trust end-to-end encryption', 'localized data residency', 'federal security baselines', 'ISO 27001']}","{'target_audience': 'large enterprises and government agencies', 'core_business_function': 'enterprise collaboration', 'deployment_model': 'cloud and private network hybrid', 'pricing_model': 'enterprise licensing', 'integration_depth': 'deep native and API integration', 'compliance_scope': 'federal and ISO 27001'}",GEN_18,Cisco Webex,A
"{'target_audience': ['product managers', 'UX designers', 'agile scrum masters'], 'core_business_function': ['visual collaboration', 'sprint planning', 'technical dependency mapping', 'strategy document co-creation'], 'deployment_model': ['cloud-hosted SaaS'], 'pricing_model': ['tiered seat licensing', 'monthly fee per user'], 'integration_depth': ['deep integration with project management suites', 'engineering ticket systems', 'enterprise storage repositories', 'custom developer APIs', 'pre-built widgets'], 'compliance_scope': ['SOC 2 Type II']}","{'target_audience': 'product managers, UX designers, agile scrum masters', 'core_business_function': 'visual collaboration', 'deployment_model': 'cloud-hosted SaaS', 'pricing_model': 'tiered seat licensing with monthly fee per user', 'integration_depth': 'deep integration with external suites and APIs', 'compliance_scope': 'SOC 2 Type II'}",GEN_19,Miro,A
"{'target_audience': ['operations leads', 'product teams', 'engineering departments'], 'core_business_function': ['knowledge management', 'custom internal operating systems', 'corporate policy documentation', 'team velocity tracking'], 'deployment_model': ['multi-tenant cloud application'], 'pricing_model': ['per-seat monthly subscriptions'], 'integration_depth': ['bi-directional sync with external databases, code repositories, and communication applications'], 'compliance_scope': ['SOC 2 security framework']}","{'target_audience': 'operations leads, product teams, engineering departments', 'core_business_function': 'knowledge management', 'deployment_model': 'multi-tenant cloud', 'pricing_model': 'per-seat subscription', 'integration_depth': 'bi-directional sync via REST API', 'compliance_scope': 'SOC 2'}",GEN_20,Notion,A
"{'target_audience': ['developers', 'IT organizations', 'cloud architects', 'backup administrators', 'data engineers'], 'core_business_function': ['data storage', 'data protection', 'data lakes', 'cloud-native applications', 'backup systems', 'enterprise archives'], 'deployment_model': ['cloud', 'global cloud architecture'], 'pricing_model': ['consumption utility', 'based on gigabytes stored', 'requests executed', 'network egress bandwidth'], 'integration_depth': ['foundational storage layer', 'REST APIs', 'software development kits'], 'compliance_scope': ['HIPAA', 'FedRAMP', 'global financial data storage mandates']}","{'target_audience': 'developers, IT organizations, cloud architects, backup administrators, data engineers', 'core_business_function': 'data storage and protection', 'deployment_model': 'cloud', 'pricing_model': 'consumption utility', 'integration_depth': 'deep, foundational storage layer with REST APIs and SDKs', 'compliance_scope': 'HIPAA, FedRAMP, global financial mandates'}",GEN_21,AWS S3,A
"{'target_audience': ['enterprise security architects', 'network administrators', 'compliance officers'], 'core_business_function': ['identity and access management', 'authentication', 'user provisioning'], 'deployment_model': ['cloud-based', 'synchronizes with on-premise active directory'], 'pricing_model': ['per-user monthly subscription', 'bundled enterprise productivity licensing'], 'integration_depth': ['deep integration', 'standardized federation protocols', 'SAML', 'OpenID Connect', 'SCIM'], 'compliance_scope': ['SOC 2', 'ISO 27001', 'federal identity security mandates']}","{'target_audience': 'enterprise security architects', 'core_business_function': 'identity and access management', 'deployment_model': 'cloud-based', 'pricing_model': 'per-user monthly subscription', 'integration_depth': 'deep integration', 'compliance_scope': 'SOC 2'}",GEN_22,Microsoft Entra ID,A
"{'target_audience': ['chief information officers', 'security engineering teams', 'HR operations specialists'], 'core_business_function': ['identity management', 'user lifecycle automation', 'application access management'], 'deployment_model': ['multi-tenant cloud service'], 'pricing_model': ['monthly fee per user', 'modular components based pricing'], 'integration_depth': ['thousands of pre-configured API integrations', 'open developer toolkits'], 'compliance_scope': ['SOC 2 Type II', 'FedRAMP', 'HIPAA']}","{'target_audience': 'CIOs, security engineering, HR operations', 'core_business_function': 'identity and access management', 'deployment_model': 'multi-tenant cloud', 'pricing_model': 'per user monthly, modular', 'integration_depth': 'extensive API integrations and developer tools', 'compliance_scope': 'SOC 2 Type II, FedRAMP, HIPAA'}",GEN_23,Okta,A
"{'target_audience': ['large-scale enterprises', 'global banking conglomerates', 'heavily regulated pharmaceutical entities', 'identity access management architects', 'enterprise security officers'], 'core_business_function': ['identity management', 'single sign-on', 'multi-factor authentication', 'directory services', 'risk-based authentication workflows'], 'deployment_model': ['containerized solution within private data centers', 'cloud SaaS infrastructure', 'managed hybrid deployment across global networks'], 'pricing_model': ['user capacity bands', 'cloud subscription models'], 'integration_depth': ['legacy web servers', 'enterprise applications', 'modern identity APIs', 'extensive SDKs', 'standards-based protocols'], 'compliance_scope': ['Open Banking', 'GDPR data regulations', 'high-assurance federal security baselines']}","{'target_audience': 'large-scale enterprises', 'core_business_function': 'identity management', 'deployment_model': 'hybrid containerized and cloud SaaS', 'pricing_model': 'subscription and capacity band licensing', 'integration_depth': 'deep integration with legacy and modern systems', 'compliance_scope': 'financial and federal security regulations'}",GEN_24,Ping Identity,A
"{'target_audience': ['systems administrators', 'security engineering directors', 'infrastructure architects'], 'core_business_function': ['web security', 'performance optimization', 'intelligent routing'], 'deployment_model': ['cloud', 'global edge network'], 'pricing_model': ['tiered', 'flat-rate monthly plans', 'customized enterprise usage agreements'], 'integration_depth': ['seamless', 'zero modifications to server application code', 'REST API', 'automated configuration'], 'compliance_scope': ['data localization controls', 'PCI-DSS', 'SOC 2']}","{'target_audience': 'systems administrators, security engineering directors, infrastructure architects', 'core_business_function': 'web security and performance optimization', 'deployment_model': 'global cloud edge network', 'pricing_model': 'tiered with flat-rate and custom enterprise plans', 'integration_depth': 'seamless with zero code modification and REST API', 'compliance_scope': 'PCI-DSS, SOC 2, data localization controls'}",GEN_25,Cloudflare,A
